,id,book_id,isbn,authors,original_publication_year,title,average_rating,ratings_count,small_image_url
6170,6171,7619398,1401228305,"Scott Snyder, Stephen King, Rafael Albuquerque",2010.0,"American Vampire, Vol. 1",3.98,17578,https://images.gr-assets.com/books/1389666348s/7619398.jpg
6171,6172,3080212,399155279,John Sandford,2008.0,"Heat Lightning (Virgil Flowers, #2)",4.16,16507,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6172,6173,16619,140447601,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",1835.0,Democracy in America ,3.99,15917,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6173,6174,43932,440220459,Harlan Coben,1996.0,Drop Shot (Myron Bolitar #2),3.92,17128,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6174,6175,8951,316016659,Darren Shan,2002.0,"The Lake of Souls (Cirque Du Freak, #10)",4.19,16803,https://images.gr-assets.com/books/1255988654s/8951.jpg
6175,6176,16081754,NA,A. Meredith Walters,2012.0,"Find You in the Dark (Find You in the Dark, #1)",3.98,24615,https://images.gr-assets.com/books/1359627731s/16081754.jpg
6176,6177,4313522,399155430,Erica Bauermeister,2009.0,The School of Essential Ingredients,3.78,16853,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6177,6178,13281637,1466266732,Amy A. Bartol,2011.0,"Intuition (The Premonition, #2)",4.29,18472,https://images.gr-assets.com/books/1327897016s/13281637.jpg
6178,6179,3276012,7271212,Bernard Cornwell,2008.0,Azincourt,4.11,14098,https://images.gr-assets.com/books/1327151016s/3276012.jpg
6179,6180,30512,2264022442,Roddy Doyle,1993.0,Paddy Clarke Ha Ha Ha,3.75,15044,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6180,6181,77699,449911594,Anne Tyler,1982.0,Dinner at the Homesick Restaurant,3.82,17203,https://images.gr-assets.com/books/1502218870s/77699.jpg
6181,6182,787660,671729446,V.C. Andrews,1985.0,"Heaven (Casteel, #1)",4.01,17289,https://images.gr-assets.com/books/1321683934s/787660.jpg
6182,6183,47881,439545307,Jenny Nimmo,2006.0,"Charlie Bone and the Hidden King (The Children of the Red King, #5)",3.98,18899,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6183,6184,18825,99461889,Martin Amis,1984.0,Money,3.71,14703,https://images.gr-assets.com/books/1367084993s/18825.jpg
6184,6185,216131,743484207,John Sandford,1998.0,"Secret Prey (Lucas Davenport, #9)",4.25,16964,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6185,6186,34871,1600100295,"Chris Ryall, Gabriel Rodríguez, Clive Barker",1989.0,The Complete Clive Barker's The Great And Secret Show,4.21,15599,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6186,6187,754713,755334434,Arthur Conan Doyle,1917.0,His Last Bow: 8 Stories,4.27,20057,https://images.gr-assets.com/books/1368588782s/754713.jpg
6187,6188,761575,553580272,"Brian Herbert, Kevin J. Anderson",1999.0,House Atreides (Prelude to Dune #1),3.69,16739,https://images.gr-assets.com/books/1403181106s/761575.jpg
6188,6189,244572,000710653X,Diana Wynne Jones,1977.0,"Charmed Life (Chrestomanci, #1)",3.95,21896,https://images.gr-assets.com/books/1396706429s/244572.jpg
6189,6190,229432,140436111,Charles Dickens,1837.0,The Pickwick Papers,3.82,17080,https://images.gr-assets.com/books/1360795072s/229432.jpg
6190,6191,2615008,307377040,Joseph O'Neill,2008.0,Netherland,3.4,13314,https://images.gr-assets.com/books/1344205853s/2615008.jpg
6191,6192,75020,345460065,Steve Berry,2004.0,The Romanov Prophecy,3.9,17052,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6192,6193,6660747,446556823,Larissa Ione,2010.0,Ecstasy Unveiled (Demonica #4),4.36,23366,https://images.gr-assets.com/books/1327876614s/6660747.jpg
6193,6194,1096390,374280967,Alan Bennett,2007.0,The Uncommon Reader,3.82,16957,https://images.gr-assets.com/books/1317064291s/1096390.jpg
6194,6195,22911,805210644,"Franz Kafka, بهرام مقدادی",1927.0,Amerika,3.73,14500,https://images.gr-assets.com/books/1327894257s/22911.jpg
6195,6196,831829,971977550,"Steve Niles, Ben Templesmith",2001.0,"30 Days of Night, Vol. 1",3.81,15532,https://images.gr-assets.com/books/1178747918s/831829.jpg
6196,6197,197459,60827696,Erin Hunter,2006.0,"Sunset (Warriors: The New Prophecy, #6)",4.35,20148,https://images.gr-assets.com/books/1363488668s/197459.jpg
6197,6198,9666241,NA,"يوسف زيدان, Youssef Ziedan",2010.0,النبطي,3.43,11218,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6198,6199,11045709,1565126297,Hillary Jordan,2011.0,When She Woke,3.67,19553,https://images.gr-assets.com/books/1358274814s/11045709.jpg
6199,6200,300226,446321214,Sidney Sheldon,1970.0,The Naked Face,3.51,13862,https://images.gr-assets.com/books/1398003487s/300226.jpg
6200,6201,93726,60096152,Meg Cabot,2006.0,"Princess in Training (The Princess Diaries, #6)",3.7,23199,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6201,6202,1566053,306816083,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",2007.0,The Portable Atheist: Essential Readings for the Nonbeliever,4.02,14209,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6202,6203,7715664,446556815,Larissa Ione,2010.0,Sin Undone (Demonica #5),4.35,22815,https://images.gr-assets.com/books/1344263648s/7715664.jpg
6203,6204,10238,1570625190,Fritjof Capra,1975.0,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,3.96,12576,https://images.gr-assets.com/books/1327908532s/10238.jpg
6204,6205,16114861,NA,Madeline Sheehan,2013.0,"Unbeautifully (Undeniable, #2)",4.38,26701,https://images.gr-assets.com/books/1356218822s/16114861.jpg
6205,6206,26158341,NA,Kathryn Croft,2015.0,The Girl With No Past,3.59,15572,https://images.gr-assets.com/books/1440440726s/26158341.jpg
6206,6207,18077752,374104115,Jeff VanderMeer,2014.0,"Acceptance (Southern Reach, #3)",3.58,13765,https://images.gr-assets.com/books/1403941598s/18077752.jpg
6207,6208,12958487,NA,Kristen Ashley,2011.0,"Lady Luck (Colorado Mountain, #3)",4.44,28620,https://images.gr-assets.com/books/1327912930s/12958487.jpg
6208,6209,6609714,545140315,Elizabeth Eulberg,2010.0,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",3.83,18208,https://images.gr-assets.com/books/1479699351s/6609714.jpg
6209,6210,107776,074347418X,Julie Garwood,1999.0,"Ransom (Highlands' Lairds, #2)",4.33,22116,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6210,6211,16316,7120818,Agatha Christie,1927.0,"The Big Four (Hercule Poirot, #5)",3.6,17820,https://images.gr-assets.com/books/1372506728s/16316.jpg
6211,6212,16424,7119305,Agatha Christie,1932.0,"Peril at End House (Hercule Poirot, #8)",3.89,19463,https://images.gr-assets.com/books/1327938128s/16424.jpg
6212,6213,23346719,857522817,Renée Knight,2015.0,Disclaimer,3.58,11329,https://images.gr-assets.com/books/1417259186s/23346719.jpg
6213,6214,15743078,62240080,Veronica Roth,2012.0,"The Divergent Series 2-Book Collection (Divergent, #1-2)",4.56,12490,https://images.gr-assets.com/books/1341816250s/15743078.jpg
6214,6215,10314376,547577532,"Umberto Eco, Richard Dixon",2010.0,The Prague Cemetery,3.39,11974,https://images.gr-assets.com/books/1327902035s/10314376.jpg
6215,6216,7176578,1400069262,Yann Martel,2010.0,Beatrice and Virgil,3.13,15076,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6216,6217,885744,1569319022,Hiroyuki Takei,1998.0,"Shaman King, Vol. 1: A Shaman in Tokyo",4.14,14043,https://images.gr-assets.com/books/1444234846s/885744.jpg
6217,6218,187049,765341840,Robert Jordan,1990.0,"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",4.26,13686,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6218,6219,33426,192861891,Michio Kaku,1994.0,Hyperspace,4.11,13941,https://images.gr-assets.com/books/1404794967s/33426.jpg
6219,6220,835623,393318486,Steven Pinker,1997.0,How the Mind Works,3.97,13516,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6220,6221,17925397,NA,Bella Forrest,2013.0,"A Castle of Sand (A Shade of Vampire, #3)",4.1,18998,https://images.gr-assets.com/books/1368555992s/17925397.jpg
6221,6222,8139321,310266289,Karen Kingsbury,2011.0,"Leaving (Bailey Flanigan, #1)",4.22,13616,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6222,6223,3763,142003239,Ian Fleming,1954.0,"Live and Let Die (James Bond, #2)",3.62,14230,https://images.gr-assets.com/books/1327953982s/3763.jpg
6223,6224,11873368,545425123,Kate Egan,2012.0,The World of the Hunger Games (Hunger Games Trilogy),4.48,15060,https://images.gr-assets.com/books/1327937151s/11873368.jpg
6224,6225,584637,087220605X,"John Stuart Mill, George Sher",1861.0,Utilitarianism,3.65,14699,https://images.gr-assets.com/books/1405624617s/584637.jpg
6225,6226,11861815,1442444924,Andrew  Smith,2013.0,"Winger (Winger, #1)",4.08,18596,https://images.gr-assets.com/books/1367927656s/11861815.jpg
6226,6227,25142924,62294415,Mitch Albom,2012.0,The Magic Strings of Frankie Presto,4.32,15701,https://images.gr-assets.com/books/1426364478s/25142924.jpg
6227,6228,23157777,553392921,Robin Hobb,2015.0,"Fool's Quest  (The Fitz and The Fool, #2)",4.53,12374,https://images.gr-assets.com/books/1420496252s/23157777.jpg
6228,6229,127515,684852586,Jack Finney,1955.0,Invasion of the Body Snatchers,3.88,14700,https://images.gr-assets.com/books/1344394499s/127515.jpg
6229,6230,824508,380732238,Melvin Burgess,1996.0,Smack,3.87,11971,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6230,6231,22381892,NA,"Bill O'Reilly, Martin Dugard",2014.0,Killing Patton: The Strange Death of World War II's Most Audacious General,4.08,13706,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6231,6232,8686068,312375069,"Keigo Higashino, Alexander O. Smith",2005.0,The Devotion of Suspect X,4.05,12336,https://images.gr-assets.com/books/1312051518s/8686068.jpg
6232,6233,227778,807218987,Jenny Nimmo,2003.0,"Charlie Bone and the Time Twister (The Children of the Red King, #2)",3.88,18374,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6233,6234,23965,8433972618,Irvine Welsh,2005.0,Porno,3.78,13049,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6234,6235,106129,439545269,Jenny Nimmo,2004.0,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",3.89,19080,https://images.gr-assets.com/books/1328867540s/106129.jpg
6235,6236,13603717,NA,Hugh Howey,2012.0,"First Shift: Legacy (Shift, #1)",4.21,15136,https://images.gr-assets.com/books/1334528415s/13603717.jpg
6236,6237,6455256,316036226,"James Patterson, Michael Ledwidge",2010.0,"Worst Case (Michael Bennett, #3)",4.0,16461,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6237,6238,93797,451209303,Daniel Silva,1996.0,The Unlikely Spy,4.22,14928,https://images.gr-assets.com/books/1309203396s/93797.jpg
6238,6239,5111039,006128887X,Ellen Schreiber,2009.0,"Royal Blood (Vampire Kisses, #6)",4.09,20049,https://images.gr-assets.com/books/1318011052s/5111039.jpg
6239,6240,15018,1571741038,Neale Donald Walsch,1996.0,"Conversations With God: An Uncommon Dialogue, Book 3",4.18,12301,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6240,6241,24728470,1101875100,Patti Smith,2015.0,M Train,3.94,15634,https://images.gr-assets.com/books/1429289871s/24728470.jpg
6241,6242,91440,60786469,Louise Erdrich,1984.0,Love Medicine,3.98,15351,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6242,6243,7932146,446577898,Brad Meltzer,2011.0,"The Inner Circle (Culper Ring, #1)",3.76,14706,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6243,6244,669570,1599900572,Jessica Day George,2006.0,"Dragon Slippers (Dragon Slippers, #1)",4.22,20916,https://images.gr-assets.com/books/1316730294s/669570.jpg
6244,6245,26025989,399173595,Carrie Fisher,2016.0,The Princess Diarist,3.66,18655,https://images.gr-assets.com/books/1496315917s/26025989.jpg
6245,6246,8447255,593046358,Steven Erikson,2011.0,"The Crippled God (The Malazan Book of the Fallen, #10)",4.44,14472,https://images.gr-assets.com/books/1320388198s/8447255.jpg
6246,6247,13545345,085707685X,Rachel Renée Russell,2012.0,"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",4.38,13618,https://images.gr-assets.com/books/1370064558s/13545345.jpg
6247,6248,7124095,1416979182,Lisa McMann,2010.0,"Gone (Wake, #3)",3.72,24393,https://images.gr-assets.com/books/1269866682s/7124095.jpg
6248,6249,105703,1401203140,"Brian K. Vaughan, Niko Henrichon",2006.0,Pride of Baghdad,3.88,17203,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6249,6250,23929479,2081354802,Michel Houellebecq,2015.0,Soumission,3.63,6967,https://images.gr-assets.com/books/1421431410s/23929479.jpg
6250,6251,1897,385488181,Jon Krakauer,1990.0,Eiger Dreams: Ventures Among Men and Mountains,3.97,14010,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6251,6252,29397,345479718,Richard K. Morgan,2005.0,"Woken Furies (Takeshi Kovacs, #3)",4.1,14540,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6252,6253,24709327,9385152149,Amish Tripathi,2015.0,"Scion of Ikshvaku (RamChandra, #1)",3.69,12458,https://images.gr-assets.com/books/1428418378s/24709327.jpg
6253,6254,7719355,316074152,Gail Carriger,2010.0,"Blameless (Parasol Protectorate, #3)",4.01,26921,https://images.gr-assets.com/books/1293436281s/7719355.jpg
6254,6255,12499,738210072,Jenny McCarthy,2004.0,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,3.72,12382,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6255,6256,567704,61053716,Clive Barker,1991.0,Imajica,4.16,15600,https://images.gr-assets.com/books/1333844729s/567704.jpg
6256,6257,53343,60891548,William Zinsser,1976.0,On Writing Well: The Classic Guide to Writing Nonfiction,4.23,14564,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6257,6258,134353,60724277,Thomas A. Harris,1967.0,I'm OK - You're OK,3.7,12756,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6258,6259,22026,345441702,Mario Puzo,1984.0,The Sicilian,3.94,13800,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6259,6260,25776210,425256766,Patricia Briggs,2016.0,"Fire Touched (Mercy Thompson, #9)",4.35,18123,https://images.gr-assets.com/books/1441912000s/25776210.jpg
6260,6261,34312,752876813,Maeve Binchy,1992.0,The Copper Beech,3.89,16931,https://images.gr-assets.com/books/1355114025s/34312.jpg
6261,6262,1422926,307140210,"Jane Werner Watson, Corinne Malvern",1950.0,Frosty the Snow Man,4.25,16375,https://images.gr-assets.com/books/1309642075s/1422926.jpg
6262,6263,2696181,312370156,S.A. Bodeen,2008.0,"The Compound (The Compound, #1)",3.87,17687,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6263,6264,12663,749311614,James A. Michener,1980.0,The Covenant,4.17,15610,https://images.gr-assets.com/books/1310975573s/12663.jpg
6264,6265,141828,2253140872,Boris Vian,1947.0,L'Écume des jours,4.02,13580,https://images.gr-assets.com/books/1332596603s/141828.jpg
6265,6266,10637748,1442422017,Kimberly Derting,2011.0,"The Pledge (The Pledge, #1)",3.8,25322,https://images.gr-assets.com/books/1327878861s/10637748.jpg
6266,6267,85491,515132187,Nora Roberts,2001.0,The Villa,3.94,20328,https://images.gr-assets.com/books/1351343027s/85491.jpg
6267,6268,17729712,NA,Kimberly Lauren,2013.0,"Beautiful Broken Rules (Broken, #1)",4.15,20457,https://images.gr-assets.com/books/1365043610s/17729712.jpg
6268,6269,180426,843956534,Christine Feehan,1999.0,"Dark Desire (Dark, #2)",4.2,21606,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6269,6270,13170596,62071076,Dan Wells,2013.0,"Fragments (Partials Sequence, #2)",4.12,19108,https://images.gr-assets.com/books/1352943797s/13170596.jpg
6270,6271,10428803,62068520,Sarah MacLean,2012.0,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)",3.95,21565,https://images.gr-assets.com/books/1327928208s/10428803.jpg
6271,6272,92307,60638508,Martin Heidegger,1927.0,Being and Time,3.99,14383,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6272,6273,4652,684822761,Ernest Hemingway,1925.0,In Our Time,3.8,14912,https://images.gr-assets.com/books/1369859426s/4652.jpg
6273,6274,25078,60974990,Jonathan Kozol,1991.0,Savage Inequalities: Children in America's Schools,4.23,13743,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6274,6275,6605625,014132502X,Charlie Higson,2009.0,"The Enemy (The Enemy, #1)",4.08,12531,https://images.gr-assets.com/books/1340819657s/6605625.jpg
6275,6276,7201,312997116,Jeffrey Archer,1990.0,As the Crow Flies,4.05,14415,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6276,6277,142540,684855631,Jeffery Deaver,2000.0,"The Empty Chair (Lincoln Rhyme, #3)",4.06,16751,https://images.gr-assets.com/books/1336331745s/142540.jpg
6277,6278,18869967,316252905,Daphne du Maurier,1935.0,Jamaica Inn,3.85,8392,https://images.gr-assets.com/books/1386605082s/18869967.jpg
6278,6279,428042,60531827,Kenneth Oppel,2004.0,"Airborn (Matt Cruse, #1)",4.16,18717,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6279,6280,219535,440167361,Thomas Tryon,1971.0,The Other,3.99,15719,https://images.gr-assets.com/books/1326661013s/219535.jpg
6280,6281,24473465,NA,Daniel Silva,2015.0,"The English Spy (Gabriel Allon, #15)",4.16,7983,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6281,6282,10431447,006202468X,"Colin Meloy, Carson Ellis",2011.0,"Wildwood (Wildwood Chronicles, #1)",3.63,18770,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6282,6283,9957,99468387,Ian McEwan,1978.0,The Cement Garden,3.57,14418,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6283,6284,28507,553561405,"Margaret Weis, Tracy Hickman",1992.0,"Serpent Mage (The Death Gate Cycle, #4)",4.06,17270,https://images.gr-assets.com/books/1327837018s/28507.jpg
6284,6285,74812,1416535071,Daniel Tammet,2006.0,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,3.84,14287,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6285,6286,17560674,NA,Rachel Van Dyken,2013.0,"The Bet (The Bet, #1)",3.85,26437,https://images.gr-assets.com/books/1362593639s/17560674.jpg
6286,6287,8564644,61930059,Conor Grennan,2010.0,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,4.25,14765,https://images.gr-assets.com/books/1279553857s/8564644.jpg
6287,6288,968403,1400066336,Kaui Hart Hemmings,2007.0,The Descendants,3.82,14124,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6288,6289,29610595,NA,Colleen Hoover,2016.0,Too Late,4.03,15113,https://images.gr-assets.com/books/1459520906s/29610595.jpg
6289,6290,954303,345496205,"Natsumi Ando, Miyuki Kobayashi",2005.0,"Kitchen Princess, Vol. 01 (Kitchen Princess, #1)",4.16,16281,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6290,6291,79834,99416425,Irving Stone,1934.0,Lust for Life,4.19,13082,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6291,6292,5585788,451462807,Faith Hunter,2009.0,"Skinwalker (Jane Yellowrock, #1)",3.89,23233,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6292,6293,648194,60564652,Mary Kay Andrews,2004.0,Hissy Fit,3.96,16406,https://images.gr-assets.com/books/1355940330s/648194.jpg
6293,6294,11343348,1846059739,"James Patterson, Mark T. Sullivan",2012.0,Private Games (Private #3),3.83,14358,https://images.gr-assets.com/books/1498199246s/11343348.jpg
6294,6295,109901,143036424,Craig Johnson,2004.0,"The Cold Dish (Walt Longmire, #1)",4.14,14491,https://images.gr-assets.com/books/1398028367s/109901.jpg
6295,6296,21060,142301515,Sherwood Smith,1997.0,Crown Duel (Crown & Court #1-2),4.19,19546,https://images.gr-assets.com/books/1360507771s/21060.jpg
6296,6297,731804,60776390,"Victoria Kann, Elizabeth Kann",2006.0,Pinkalicious,4.05,16585,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6297,6298,5936,374529604,"Pablo Neruda, Ilan Stavans",1974.0,The Poetry of Pablo Neruda,4.44,14596,https://images.gr-assets.com/books/1417605511s/5936.jpg
6298,6299,2872,452283205,Tracy Chevalier,2001.0,Falling Angels,3.55,18465,https://images.gr-assets.com/books/1327995250s/2872.jpg
6299,6300,194086,552772291,Madeleine Wickham,2001.0,Sleeping Arrangements,3.24,15689,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6300,6301,9975679,1606841750,Ilsa J. Bick,2011.0,"Ashes (Ashes Trilogy, #1)",3.94,19532,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6301,6302,91582,486444074,"Jane Austen, Robert William Chapman",1871.0,Lady Susan,3.56,17003,https://images.gr-assets.com/books/1328864949s/91582.jpg
6302,6303,18105011,NA,Tillie Cole,2013.0,"Sweet Home (Sweet Home, #1)",4.05,28658,https://images.gr-assets.com/books/1376473414s/18105011.jpg
6303,6304,35354,743484363,Mary Higgins Clark,1994.0,Remember Me,3.91,16963,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6304,6305,1107001,894802046,"Julee Rosso, Sheila Lukins, Michael McLaughlin",1982.0,The Silver Palate Cookbook,4.06,15267,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6305,6306,106648,446354678,Sidney Sheldon,1990.0,Memories of Midnight,3.68,14196,https://images.gr-assets.com/books/1501701194s/106648.jpg
6306,6307,460635,140089225,Keri Hulme,1984.0,The Bone People,4.06,15110,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6307,6308,295305,60728272,"Michelle Paver, Geoff Taylor",2004.0,"Wolf Brother (Chronicles of Ancient Darkness, #1)",4.15,15673,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6308,6309,17608111,356502023,Brian  McClellan,2014.0,"The Crimson Campaign (Powder Mage, #2)",4.35,14292,https://images.gr-assets.com/books/1363102695s/17608111.jpg
6309,6310,15984268,316246573,Gavin Extence,2013.0,The Universe Versus Alex Woods,4.08,12573,https://images.gr-assets.com/books/1352436020s/15984268.jpg
6310,6311,296125,1416927883,Marguerite Henry,1963.0,"Stormy, Misty's Foal (Misty, #3)",4.06,17412,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6311,6312,6735082,3867197571,"Tsugumi Ohba, Takeshi Obata, Diana Hammermeister",2009.0,"Bakuman, Band 1: Traum und Realität",4.18,14391,https://images.gr-assets.com/books/1346333264s/6735082.jpg
6312,6313,73084,380776847,Susan Elizabeth Phillips,1995.0,"Heaven, Texas (Chicago Stars, #2)",4.08,23857,https://images.gr-assets.com/books/1308646849s/73084.jpg
6313,6314,639787,425067947,Agatha Christie,1923.0,"The Murder on the Links (Hercule Poirot, #2)",3.8,18834,https://images.gr-assets.com/books/1384562979s/639787.jpg
6314,6315,12331767,871404028,J.G. Ballard,1975.0,High-Rise,3.68,9054,https://images.gr-assets.com/books/1358752559s/12331767.jpg
6315,6316,18304,1421270536,"Friedrich Nietzsche, H.L. Mencken",1888.0,The Anti-Christ,3.91,10332,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6316,6317,110890,037541486X,Lawrence Wright,2006.0,The Looming Tower: Al-Qaeda and the Road to 9/11,4.38,12737,https://images.gr-assets.com/books/1320471617s/110890.jpg
6317,6318,16685,441094996,Robert A. Heinlein,1985.0,The Cat Who Walks Through Walls (The World As Myth),3.7,17892,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6318,6319,32438,425099334,"K.R. Dwyer, Dean Koontz",1973.0,Shattered,3.87,17224,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6319,6320,38505,843391426X,Charles Bukowski,1989.0,Hollywood,3.78,12923,https://images.gr-assets.com/books/1361998529s/38505.jpg
6320,6321,2999282,752885170,Jeff Lindsay,2008.0,"Dexter By Design (Dexter, #4)",3.72,16086,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6321,6322,7073,345915623,John Irving,1994.0,A Son of the Circus,3.61,14878,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6322,6323,10618,751525677,Stephen King,1982.0,Apt Pupil,3.83,17198,https://images.gr-assets.com/books/1330222469s/10618.jpg
6323,6324,84052,446602213,Sidney Sheldon,1995.0,"Morning, Noon & Night",3.62,12679,https://images.gr-assets.com/books/1344267638s/84052.jpg
